# Coding: utf-8,
# File format version: 2,
# Title: CAMS Radiation Service v4.6 all-sky irradiation (derived from satellite data).,
# Content:  A time-series of solar radiation received on horizontal plane and plane always normal to the sun rays at ground level.,
#           Returns the global,beam and diffuse irradiations integrated over a selected time step
#           for a selected location (geostationary satellite coverage) and a selected period.,
# The research leading to these results has received funding from the European Union within the Copernicus programme.,
# Provider: VAISALA with MINES ParisTech (France) and DLR (Germany),
# More information at: http://www.soda-pro.com/web-services/radiation/cams-radiation-service,
# Date begin (ISO 8601): 2022-01-30T00:00:00.0,
# Date end (ISO 8601): 2025-01-01T00:00:00.0,
# Latitude (positive North,ISO 19115): 43.9804
# Longitude (positive East,ISO 19115): 0.5724
# Altitude (m): 128.00,
# Time reference: Universal time (UT),
#,
# Encoding partly from D2.8.III.13-14 INSPIRE Data Specification on Atmospheric Conditions and Meteorological Geographical Features - Technical Guidelines (2013-12-10) and CF (Climate and Forecast) metadata (2013-11-11),
# CF Standard Names registry of ObservablePropertyValue,
# http://cfconventions.org/Data/cf-standard-names/27/build/cf-standard-name-table.html,
# urn:x-inspire:specification:DS-AC-MF:observable-property-name:cf-standard-name:1.6,
# ObservableProperty,
"#     basePhenomenon:""integral_of_surface_downwelling_shortwave_flux_in_air_sky_wrt_time""",
"#     uom:""Wh m-2"" [unit]",
# StatisticalMeasure,
"#     statisticalFunction: ""sum""",
# Summarization (integration) period: 0 year 0 month 0 day 1 h 0 min 0 s,
# noValue: nan,
# File generated on: 2026-01-22,
#,
# Columns:,
# 1. Observation period (ISO 8601),
# 2. TOA. Irradiation on horizontal plane at the top of atmosphere (Wh/m2),
# 3. Clear sky GHI. Clear sky global irradiation on horizontal plane at ground level (Wh/m2),
# 4. Clear sky BHI. Clear sky beam irradiation on horizontal plane at ground level (Wh/m2),
# 5. Clear sky DHI. Clear sky diffuse irradiation on horizontal plane at ground level (Wh/m2),
# 6. Clear sky BNI. Clear sky beam irradiation on mobile plane following the sun at normal incidence (Wh/m2),
# 7. GHI. Global irradiation on horizontal plane at ground level (Wh/m2),
# 8. BHI. Beam irradiation on horizontal plane at ground level (Wh/m2),
# 9. DHI. Diffuse irradiation on horizontal plane at ground level (Wh/m2),
#10. BNI. Beam irradiation on mobile plane following the sun at normal incidence (Wh/m2),
#11. Reliability. Proportion of reliable data in the summarization (0-1),
#,
# Observation period;TOA;Clear sky GHI;Clear sky BHI;Clear sky DHI;Clear sky BNI;GHI;BHI;DHI;BNI;Reliability,
2022-02-03T15:00:00.0/2022-02-03T16:00:00.0;350.1087;204.7047;113.8456;90.8591;446.0265;42.4536;0.3206;42.1329;1.1063;1.0000,
2022-02-03T16:00:00.0/2022-02-03T17:00:00.0;138.8366;59.6343;20.8496;38.7847;164.2508;38.7107;0.0308;38.6799;0.2276;0.7750,
2022-02-03T17:00:00.0/2022-02-03T18:00:00.0;1.0359;0.2317;0.0029;0.2288;0.0000;0.1596;0.0000;0.1596;0.0000;0.9500,
2022-02-03T18:00:00.0/2022-02-03T19:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2022-02-03T19:00:00.0/2022-02-03T20:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2022-02-03T20:00:00.0/2022-02-03T21:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2022-02-03T21:00:00.0/2022-02-03T22:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2022-02-03T22:00:00.0/2022-02-03T23:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2022-02-03T23:00:00.0/2022-02-04T00:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2022-02-04T00:00:00.0/2022-02-04T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2022-02-04T01:00:00.0/2022-02-04T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2022-02-04T02:00:00.0/2022-02-04T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2022-02-04T03:00:00.0/2022-02-04T04:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2022-02-04T04:00:00.0/2022-02-04T05:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2022-02-04T05:00:00.0/2022-02-04T06:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2022-02-04T06:00:00.0/2022-02-04T07:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2022-02-04T07:00:00.0/2022-02-04T08:00:00.0;61.9452;22.3495;5.2886;17.0609;60.2594;4.5248;0.0000;4.5248;0.0000;0.7417,
2022-02-04T08:00:00.0/2022-02-04T09:00:00.0;276.9987;146.3171;69.9316;76.3855;337.9041;100.0324;29.1061;70.9264;118.7510;1.0000,
2022-02-04T09:00:00.0/2022-02-04T10:00:00.0;464.2516;294.2911;182.0386;112.2525;544.4238;125.9797;13.4363;112.5434;46.9556;1.0000,
2022-02-04T10:00:00.0/2022-02-04T11:00:00.0;601.4117;414.4811;293.1299;121.3512;681.3793;72.2078;0.0061;72.2017;0.0143;1.0000,
2022-02-04T11:00:00.0/2022-02-04T12:00:00.0;679.1389;485.8935;370.0997;115.7938;763.2664;157.5373;2.5042;155.0332;5.0743;1.0000,
2022-02-04T12:00:00.0/2022-02-04T13:00:00.0;692.1425;499.5900;389.5882;110.0018;788.6866;189.6954;3.1766;186.5188;6.4661;1.0000,
2022-02-04T13:00:00.0/2022-02-04T14:00:00.0;639.5439;454.7666;348.5428;106.2238;763.1611;153.1625;1.2442;151.9183;2.6160;1.0000,
2022-02-04T14:00:00.0/2022-02-04T15:00:00.0;524.9357;357.6256;261.8784;95.7473;696.8856;83.5398;0.0162;83.5236;0.0418;1.0000,
2022-02-04T15:00:00.0/2022-02-04T16:00:00.0;356.1382;219.4797;144.1229;75.3568;558.1845;59.0810;0.1248;58.9562;0.6200;1.0000,
2022-02-04T16:00:00.0/2022-02-04T17:00:00.0;144.6652;68.2591;32.1507;36.1084;254.3379;49.7812;5.0992;44.6819;52.6652;0.7750,
2022-02-04T17:00:00.0/2022-02-04T18:00:00.0;1.6107;0.3882;0.0113;0.3769;0.0000;0.3524;0.0045;0.3480;0.0000;0.9417,
2022-02-04T18:00:00.0/2022-02-04T19:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2022-02-04T19:00:00.0/2022-02-04T20:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2022-02-04T20:00:00.0/2022-02-04T21:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2022-02-04T21:00:00.0/2022-02-04T22:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2022-02-04T22:00:00.0/2022-02-04T23:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2022-02-04T23:00:00.0/2022-02-05T00:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2022-02-05T00:00:00.0/2022-02-05T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2022-02-05T01:00:00.0/2022-02-05T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2022-02-05T02:00:00.0/2022-02-05T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2022-02-05T03:00:00.0/2022-02-05T04:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2022-02-05T04:00:00.0/2022-02-05T05:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2022-02-05T05:00:00.0/2022-02-05T06:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2022-02-05T06:00:00.0/2022-02-05T07:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2022-02-05T07:00:00.0/2022-02-05T08:00:00.0;65.6641;30.5614;16.8053;13.7561;200.2698;5.8783;0.0000;5.8783;0.0000;0.7333,
2022-02-05T08:00:00.0/2022-02-05T09:00:00.0;282.3711;177.7135;130.7077;47.0057;633.5732;63.5907;0.5115;63.0791;2.2199;1.0000,
2022-02-05T09:00:00.0/2022-02-05T10:00:00.0;469.9210;332.7300;269.7429;62.9871;800.7843;166.8745;11.9050;154.9695;32.6620;1.0000,
2022-02-05T10:00:00.0/2022-02-05T11:00:00.0;607.3322;452.6106;383.2050;69.4055;883.0331;268.9788;53.7848;215.1940;119.7650;1.0000,
2022-02-05T11:00:00.0/2022-02-05T12:00:00.0;685.2474;522.5730;451.5123;71.0607;922.8658;437.8759;267.7680;170.1078;544.4305;1.0000,
2022-02-05T12:00:00.0/2022-02-05T13:00:00.0;698.3635;534.7770;462.3270;72.4500;927.3151;534.7770;462.3270;72.4500;927.3151;1.0000,
2022-02-05T13:00:00.0/2022-02-05T14:00:00.0;645.7943;487.8645;414.1404;73.7242;897.8217;487.8645;414.1404;73.7242;897.8217;1.0000,
2022-02-05T14:00:00.0/2022-02-05T15:00:00.0;531.1310;387.0368;316.5954;70.4414;832.9454;387.0368;316.5954;70.4414;832.9454;1.0000,
2022-02-05T15:00:00.0/2022-02-05T16:00:00.0;362.1980;243.5104;185.0997;58.4107;708.2131;243.5104;185.0997;58.4107;708.2131;1.0000,
2022-02-05T16:00:00.0/2022-02-05T17:00:00.0;150.5188;81.1753;50.0029;31.1724;401.0922;81.1753;50.0029;31.1724;401.0922;0.7750,
2022-02-05T17:00:00.0/2022-02-05T18:00:00.0;2.3701;0.6637;0.0904;0.5733;1.3039;0.6637;0.0904;0.5733;1.3039;0.9250,
2022-02-05T18:00:00.0/2022-02-05T19:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2022-02-05T19:00:00.0/2022-02-05T20:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2022-02-05T20:00:00.0/2022-02-05T21:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2022-02-05T21:00:00.0/2022-02-05T22:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2022-02-05T22:00:00.0/2022-02-05T23:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2022-02-05T23:00:00.0/2022-02-06T00:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2022-02-06T00:00:00.0/2022-02-06T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2022-02-06T01:00:00.0/2022-02-06T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2022-02-06T02:00:00.0/2022-02-06T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2022-02-06T03:00:00.0/2022-02-06T04:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2022-02-06T04:00:00.0/2022-02-06T05:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2022-02-06T05:00:00.0/2022-02-06T06:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2022-02-06T06:00:00.0/2022-02-06T07:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2022-02-06T07:00:00.0/2022-02-06T08:00:00.0;69.5773;31.6644;14.3898;17.2745;160.5641;31.6644;14.3898;17.2745;160.5641;0.7250,
2022-02-06T08:00:00.0/2022-02-06T09:00:00.0;287.8627;179.8051;121.8454;57.9597;577.0725;179.8051;121.8454;57.9597;577.0725;0.8750,
2022-02-06T09:00:00.0/2022-02-06T10:00:00.0;475.6968;334.2093;255.7388;78.4705;749.7490;260.3182;106.1757;154.1425;335.1279;1.0000,
2022-02-06T10:00:00.0/2022-02-06T11:00:00.0;613.3444;451.7868;361.7669;90.0198;825.2729;319.1886;66.7615;252.4271;151.5118;1.0000,
2022-02-06T11:00:00.0/2022-02-06T12:00:00.0;691.4321;518.8760;422.6385;96.2375;855.9099;331.9695;40.1383;291.8311;81.3599;1.0000,
2022-02-06T12:00:00.0/2022-02-06T13:00:00.0;704.6456;528.0193;426.8612;101.1581;848.2501;345.2617;46.7134;298.5482;92.7877;1.0000,
2022-02-06T13:00:00.0/2022-02-06T14:00:00.0;652.0920;478.2962;374.6360;103.6603;803.8741;230.7857;12.5850;218.2007;26.0946;1.0000,
2022-02-06T14:00:00.0/2022-02-06T15:00:00.0;537.3621;375.2765;277.4176;97.8589;720.4536;217.6932;10.1106;207.5826;26.9835;1.0000,
2022-02-06T15:00:00.0/2022-02-06T16:00:00.0;368.2849;232.2632;154.5127;77.7505;579.5832;140.0608;46.2074;93.8534;194.4954;1.0000,
2022-02-06T16:00:00.0/2022-02-06T17:00:00.0;156.3947;76.5431;38.3159;38.2273;291.0537;38.1779;2.5850;35.5929;14.1872;0.7750,
2022-02-06T17:00:00.0/2022-02-06T18:00:00.0;3.2221;0.8322;0.0603;0.7719;1.9096;0.3169;0.0000;0.3169;0.0000;0.9167,
2022-02-06T18:00:00.0/2022-02-06T19:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2022-02-06T19:00:00.0/2022-02-06T20:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2022-02-06T20:00:00.0/2022-02-06T21:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2022-02-06T21:00:00.0/2022-02-06T22:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2022-02-06T22:00:00.0/2022-02-06T23:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2022-02-06T23:00:00.0/2022-02-07T00:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2022-02-07T00:00:00.0/2022-02-07T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2022-02-07T01:00:00.0/2022-02-07T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2022-02-07T02:00:00.0/2022-02-07T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2022-02-07T03:00:00.0/2022-02-07T04:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2022-02-07T04:00:00.0/2022-02-07T05:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2022-02-07T05:00:00.0/2022-02-07T06:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2022-02-07T06:00:00.0/2022-02-07T07:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2022-02-07T07:00:00.0/2022-02-07T08:00:00.0;73.7240;30.2988;8.7283;21.5705;89.4473;17.5784;3.4925;14.0859;44.4329;0.8333,
2022-02-07T08:00:00.0/2022-02-07T09:00:00.0;293.4708;173.0363;96.6933;76.3430;443.9027;115.6242;51.6462;63.9780;233.4626;1.0000,
2022-02-07T09:00:00.0/2022-02-07T10:00:00.0;481.5758;326.9466;223.2088;103.7378;645.2274;143.9450;6.2919;137.6530;17.5982;1.0000,
2022-02-07T10:00:00.0/2022-02-07T11:00:00.0;619.4448;445.7464;326.6667;119.0796;737.3555;175.2665;17.8146;157.4519;38.6782;1.0000,
2022-02-07T11:00:00.0/2022-02-07T12:00:00.0;697.6896;515.2401;388.8571;126.3831;780.1199;271.0493;43.2027;227.8467;86.1970;1.0000,
2022-02-07T12:00:00.0/2022-02-07T13:00:00.0;710.9851;528.3889;406.2631;122.1258;799.9667;263.6409;55.2320;208.4089;109.0948;1.0000,
2022-02-07T13:00:00.0/2022-02-07T14:00:00.0;658.4334;483.7939;376.8824;106.9115;801.1671;257.9806;58.6428;199.3378;129.0959;1.0000,
2022-02-07T14:00:00.0/2022-02-07T15:00:00.0;543.6254;386.1962;299.5810;86.6153;770.2973;321.3814;185.5505;135.8309;483.6369;1.0000,
2022-02-07T15:00:00.0/2022-02-07T16:00:00.0;374.3959;245.4768;179.5304;65.9464;663.7734;116.8514;48.7743;68.0770;154.7489;1.0000,
2022-02-07T16:00:00.0/2022-02-07T17:00:00.0;162.2902;84.9417;49.1439;35.7978;369.4996;23.7568;0.0001;23.7567;0.0008;0.7750,
2022-02-07T17:00:00.0/2022-02-07T18:00:00.0;4.2465;1.1914;0.1595;1.0319;4.4843;0.2695;0.0000;0.2695;0.0000;0.9000,
2022-02-07T18:00:00.0/2022-02-07T19:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2022-02-07T19:00:00.0/2022-02-07T20:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2022-02-07T20:00:00.0/2022-02-07T21:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2022-02-07T21:00:00.0/2022-02-07T22:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2022-02-07T22:00:00.0/2022-02-07T23:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2022-02-07T23:00:00.0/2022-02-08T00:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2022-02-08T00:00:00.0/2022-02-08T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2022-02-08T01:00:00.0/2022-02-08T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2022-02-08T02:00:00.0/2022-02-08T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2022-02-08T03:00:00.0/2022-02-08T04:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2022-02-08T04:00:00.0/2022-02-08T05:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2022-02-08T05:00:00.0/2022-02-08T06:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2022-02-08T06:00:00.0/2022-02-08T07:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2022-02-08T07:00:00.0/2022-02-08T08:00:00.0;78.0594;39.0183;23.2904;15.7279;255.2070;39.0183;23.2904;15.7279;255.2070;0.8250,
2022-02-08T08:00:00.0/2022-02-08T09:00:00.0;299.1923;197.7417;152.2636;45.4781;698.4871;197.7417;152.2636;45.4781;698.4871;1.0000,
2022-02-08T09:00:00.0/2022-02-08T10:00:00.0;487.5546;357.8759;299.1138;58.7621;855.7803;357.8759;299.1138;58.7621;855.7803;1.0000,
2022-02-08T10:00:00.0/2022-02-08T11:00:00.0;625.6299;480.4665;414.9702;65.4963;927.5629;480.4665;414.9702;65.4963;927.5629;1.0000,
2022-02-08T11:00:00.0/2022-02-08T12:00:00.0;704.0160;551.7963;483.5095;68.2867;961.0486;551.7963;483.5095;68.2867;961.0486;1.0000,
2022-02-08T12:00:00.0/2022-02-08T13:00:00.0;717.3784;564.3194;495.6255;68.6939;966.8604;564.3194;495.6255;68.6939;966.8604;1.0000,
2022-02-08T13:00:00.0/2022-02-08T14:00:00.0;664.8149;516.8715;449.9984;66.8731;946.9132;516.8715;449.9984;66.8731;946.9132;1.0000,
2022-02-08T14:00:00.0/2022-02-08T15:00:00.0;549.9176;414.5338;352.8736;61.6602;896.4382;414.5338;352.8736;61.6602;896.4382;1.0000,
2022-02-08T15:00:00.0/2022-02-08T16:00:00.0;380.5280;267.5922;216.2944;51.2978;788.8853;267.5922;216.2944;51.2978;788.8853;1.0000,
2022-02-08T16:00:00.0/2022-02-08T17:00:00.0;168.2026;97.9506;68.0255;29.9251;514.0040;97.9506;68.0255;29.9251;514.0040;0.7750,
2022-02-08T17:00:00.0/2022-02-08T18:00:00.0;5.3772;1.8091;0.5933;1.2158;17.6279;1.8091;0.5933;1.2158;17.6279;0.8917,
2022-02-08T18:00:00.0/2022-02-08T19:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2022-02-08T19:00:00.0/2022-02-08T20:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2022-02-08T20:00:00.0/2022-02-08T21:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2022-02-08T21:00:00.0/2022-02-08T22:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2022-02-08T22:00:00.0/2022-02-08T23:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2022-02-08T23:00:00.0/2022-02-09T00:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2022-02-09T00:00:00.0/2022-02-09T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2022-02-09T01:00:00.0/2022-02-09T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2022-02-09T02:00:00.0/2022-02-09T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2022-02-09T03:00:00.0/2022-02-09T04:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2022-02-09T04:00:00.0/2022-02-09T05:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2022-02-09T05:00:00.0/2022-02-09T06:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2022-02-09T06:00:00.0/2022-02-09T07:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2022-02-09T07:00:00.0/2022-02-09T08:00:00.0;82.6030;41.6223;25.1986;16.4237;271.2580;41.6223;25.1986;16.4237;271.2580;0.8167,
2022-02-09T08:00:00.0/2022-02-09T09:00:00.0;305.0241;200.4843;153.7127;46.7717;692.5866;200.4843;153.7127;46.7717;692.5866;1.0000,
2022-02-09T09:00:00.0/2022-02-09T10:00:00.0;493.6299;357.3657;295.0804;62.2852;833.9479;357.3657;295.0804;62.2852;833.9479;1.0000,
2022-02-09T10:00:00.0/2022-02-09T11:00:00.0;631.8961;475.1631;403.2028;71.9603;892.1870;475.1631;403.2028;71.9603;892.1870;1.0000,
2022-02-09T11:00:00.0/2022-02-09T12:00:00.0;710.4077;541.5932;464.0009;77.5923;913.7283;541.5932;464.0009;77.5923;913.7283;1.0000,
2022-02-09T12:00:00.0/2022-02-09T13:00:00.0;723.8218;551.6008;471.1701;80.4307;910.6518;551.6008;471.1701;80.4307;910.6518;1.0000,
2022-02-09T13:00:00.0/2022-02-09T14:00:00.0;671.2330;504.1003;423.7197;80.3806;882.6757;504.1003;423.7197;80.3806;882.6757;1.0000,
2022-02-09T14:00:00.0/2022-02-09T15:00:00.0;556.2356;402.6514;326.9557;75.6957;820.4659;402.6514;326.9557;75.6957;820.4659;1.0000,
2022-02-09T15:00:00.0/2022-02-09T16:00:00.0;386.6783;258.0074;194.7973;63.2101;697.6194;258.0074;194.7973;63.2101;697.6194;1.0000,
2022-02-09T16:00:00.0/2022-02-09T17:00:00.0;174.1295;93.7625;57.6349;36.1276;414.6289;93.7625;57.6349;36.1276;414.6289;0.7750,
2022-02-09T17:00:00.0/2022-02-09T18:00:00.0;6.6338;2.0194;0.4350;1.5844;12.2502;2.0194;0.4350;1.5844;12.2502;0.8833,
2022-02-09T18:00:00.0/2022-02-09T19:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2022-02-09T19:00:00.0/2022-02-09T20:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2022-02-09T20:00:00.0/2022-02-09T21:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2022-02-09T21:00:00.0/2022-02-09T22:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2022-02-09T22:00:00.0/2022-02-09T23:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2022-02-09T23:00:00.0/2022-02-10T00:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2022-02-10T00:00:00.0/2022-02-10T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2022-02-10T01:00:00.0/2022-02-10T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2022-02-10T02:00:00.0/2022-02-10T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2022-02-10T03:00:00.0/2022-02-10T04:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
