# Coding: utf-8,
# File format version: 2,
# Title: CAMS Radiation Service v4.6 all-sky irradiation (derived from satellite data).,
# Content:  A time-series of solar radiation received on horizontal plane and plane always normal to the sun rays at ground level.,
#           Returns the global,beam and diffuse irradiations integrated over a selected time step
#           for a selected location (geostationary satellite coverage) and a selected period.,
# The research leading to these results has received funding from the European Union within the Copernicus programme.,
# Provider: VAISALA with MINES ParisTech (France) and DLR (Germany),
# More information at: http://www.soda-pro.com/web-services/radiation/cams-radiation-service,
# Date begin (ISO 8601): 2022-01-30T00:00:00.0,
# Date end (ISO 8601): 2025-01-01T00:00:00.0,
# Latitude (positive North,ISO 19115): 43.9804
# Longitude (positive East,ISO 19115): 0.5724
# Altitude (m): 128.00,
# Time reference: Universal time (UT),
#,
# Encoding partly from D2.8.III.13-14 INSPIRE Data Specification on Atmospheric Conditions and Meteorological Geographical Features - Technical Guidelines (2013-12-10) and CF (Climate and Forecast) metadata (2013-11-11),
# CF Standard Names registry of ObservablePropertyValue,
# http://cfconventions.org/Data/cf-standard-names/27/build/cf-standard-name-table.html,
# urn:x-inspire:specification:DS-AC-MF:observable-property-name:cf-standard-name:1.6,
# ObservableProperty,
"#     basePhenomenon:""integral_of_surface_downwelling_shortwave_flux_in_air_sky_wrt_time""",
"#     uom:""Wh m-2"" [unit]",
# StatisticalMeasure,
"#     statisticalFunction: ""sum""",
# Summarization (integration) period: 0 year 0 month 0 day 1 h 0 min 0 s,
# noValue: nan,
# File generated on: 2026-01-22,
#,
# Columns:,
# 1. Observation period (ISO 8601),
# 2. TOA. Irradiation on horizontal plane at the top of atmosphere (Wh/m2),
# 3. Clear sky GHI. Clear sky global irradiation on horizontal plane at ground level (Wh/m2),
# 4. Clear sky BHI. Clear sky beam irradiation on horizontal plane at ground level (Wh/m2),
# 5. Clear sky DHI. Clear sky diffuse irradiation on horizontal plane at ground level (Wh/m2),
# 6. Clear sky BNI. Clear sky beam irradiation on mobile plane following the sun at normal incidence (Wh/m2),
# 7. GHI. Global irradiation on horizontal plane at ground level (Wh/m2),
# 8. BHI. Beam irradiation on horizontal plane at ground level (Wh/m2),
# 9. DHI. Diffuse irradiation on horizontal plane at ground level (Wh/m2),
#10. BNI. Beam irradiation on mobile plane following the sun at normal incidence (Wh/m2),
#11. Reliability. Proportion of reliable data in the summarization (0-1),
#,
# Observation period;TOA;Clear sky GHI;Clear sky BHI;Clear sky DHI;Clear sky BNI;GHI;BHI;DHI;BNI;Reliability,
2024-04-19T01:00:00.0/2024-04-19T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2024-04-19T02:00:00.0/2024-04-19T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2024-04-19T03:00:00.0/2024-04-19T04:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2024-04-19T04:00:00.0/2024-04-19T05:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2024-04-19T05:00:00.0/2024-04-19T06:00:00.0;78.6928;37.5578;21.0237;16.5341;215.9130;37.5578;21.0237;16.5341;215.9130;0.7083,
2024-04-19T06:00:00.0/2024-04-19T07:00:00.0;321.9622;209.8062;157.2694;52.5369;643.3860;209.8062;157.2694;52.5369;643.3860;1.0000,
2024-04-19T07:00:00.0/2024-04-19T08:00:00.0;560.8210;413.1357;342.2829;70.8527;820.1649;413.1357;342.2829;70.8527;820.1649;1.0000,
2024-04-19T08:00:00.0/2024-04-19T09:00:00.0;774.0302;602.3424;521.7499;80.5925;908.8934;602.3424;521.7499;80.5925;908.8934;1.0000,
2024-04-19T09:00:00.0/2024-04-19T10:00:00.0;947.0734;758.5347;674.8478;83.6868;961.6583;758.5347;674.8478;83.6868;961.6583;1.0000,
2024-04-19T10:00:00.0/2024-04-19T11:00:00.0;1068.1737;868.8928;787.5060;81.3868;995.3477;868.8928;787.5060;81.3868;995.3477;1.0000,
2024-04-19T11:00:00.0/2024-04-19T12:00:00.0;1129.0968;924.6875;848.3076;76.3799;1014.4814;924.6875;848.3076;76.3799;1014.4814;1.0000,
2024-04-19T12:00:00.0/2024-04-19T13:00:00.0;1125.7130;921.1411;847.2328;73.9083;1016.2206;921.1411;847.2328;73.9083;1016.2206;1.0000,
2024-04-19T13:00:00.0/2024-04-19T14:00:00.0;1058.2781;858.7351;784.5692;74.1659;1000.8572;858.7351;784.5692;74.1659;1000.8572;1.0000,
2024-04-19T14:00:00.0/2024-04-19T15:00:00.0;931.4147;743.1451;670.6239;72.5213;971.6356;743.1451;670.6239;72.5213;971.6356;1.0000,
2024-04-19T15:00:00.0/2024-04-19T16:00:00.0;753.7974;583.7015;515.6068;68.0947;922.1391;583.7015;515.6068;68.0947;922.1391;1.0000,
2024-04-19T16:00:00.0/2024-04-19T17:00:00.0;537.5589;393.5240;334.0601;59.4640;834.8232;393.5240;334.0601;59.4640;834.8232;1.0000,
2024-04-19T17:00:00.0/2024-04-19T18:00:00.0;297.4623;192.0604;148.4683;43.5921;655.5595;192.0604;148.4683;43.5921;655.5595;1.0000,
2024-04-19T18:00:00.0/2024-04-19T19:00:00.0;60.6844;28.4373;16.5203;11.9170;192.8241;28.4373;16.5203;11.9170;192.8241;0.7917,
2024-04-19T19:00:00.0/2024-04-19T20:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2024-04-19T20:00:00.0/2024-04-19T21:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2024-04-19T21:00:00.0/2024-04-19T22:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2024-04-19T22:00:00.0/2024-04-19T23:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2024-04-19T23:00:00.0/2024-04-20T00:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2024-04-20T00:00:00.0/2024-04-20T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2024-04-20T01:00:00.0/2024-04-20T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2024-04-20T02:00:00.0/2024-04-20T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2024-04-20T03:00:00.0/2024-04-20T04:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2024-04-20T04:00:00.0/2024-04-20T05:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2024-04-20T05:00:00.0/2024-04-20T06:00:00.0;83.9131;40.2785;22.8451;17.4334;228.6109;40.2785;22.8451;17.4334;228.6109;0.6917,
2024-04-20T06:00:00.0/2024-04-20T07:00:00.0;327.9681;212.6286;160.2041;52.4245;643.8513;212.6286;160.2041;52.4245;643.8513;1.0000,
2024-04-20T07:00:00.0/2024-04-20T08:00:00.0;566.3370;413.7563;344.0270;69.7293;815.9612;403.7817;323.9140;79.8677;774.4246;1.0000,
2024-04-20T08:00:00.0/2024-04-20T09:00:00.0;779.0474;601.1697;522.3273;78.8424;903.5474;597.3550;514.5754;82.7796;888.4106;1.0000,
2024-04-20T09:00:00.0/2024-04-20T10:00:00.0;951.6167;755.7717;668.9084;86.8633;948.3093;755.7717;668.9084;86.8633;948.3093;1.0000,
2024-04-20T10:00:00.0/2024-04-20T11:00:00.0;1072.3004;865.2086;769.1729;96.0357;967.9864;795.9288;584.8781;211.0507;740.2803;1.0000,
2024-04-20T11:00:00.0/2024-04-20T12:00:00.0;1132.8927;921.1152;817.8293;103.2859;974.2397;778.2214;447.3282;330.8932;533.0757;1.0000,
2024-04-20T12:00:00.0/2024-04-20T13:00:00.0;1129.2863;919.8229;816.7980;103.0250;976.1046;888.6100;728.8811;159.7290;872.0446;1.0000,
2024-04-20T13:00:00.0/2024-04-20T14:00:00.0;1061.7520;861.0015;765.6439;95.3576;973.0674;861.0015;765.6439;95.3576;973.0674;1.0000,
2024-04-20T14:00:00.0/2024-04-20T15:00:00.0;934.9194;748.6333;662.8205;85.8128;956.3715;748.6333;662.8205;85.8128;956.3715;1.0000,
2024-04-20T15:00:00.0/2024-04-20T16:00:00.0;757.4604;590.5485;514.7712;75.7773;915.7821;590.5485;514.7712;75.7773;915.7821;1.0000,
2024-04-20T16:00:00.0/2024-04-20T17:00:00.0;541.4970;400.0453;336.3079;63.7374;834.1494;400.0453;336.3079;63.7374;834.1494;1.0000,
2024-04-20T17:00:00.0/2024-04-20T18:00:00.0;301.7732;197.7517;152.5114;45.2403;664.8979;197.7517;152.5114;45.2403;664.8979;1.0000,
2024-04-20T18:00:00.0/2024-04-20T19:00:00.0;64.0177;30.7979;18.1562;12.6417;208.7410;30.7979;18.1562;12.6417;208.7410;0.7833,
2024-04-20T19:00:00.0/2024-04-20T20:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2024-04-20T20:00:00.0/2024-04-20T21:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2024-04-20T21:00:00.0/2024-04-20T22:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2024-04-20T22:00:00.0/2024-04-20T23:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2024-04-20T23:00:00.0/2024-04-21T00:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2024-04-21T00:00:00.0/2024-04-21T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2024-04-21T01:00:00.0/2024-04-21T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2024-04-21T02:00:00.0/2024-04-21T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2024-04-21T03:00:00.0/2024-04-21T04:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2024-04-21T04:00:00.0/2024-04-21T05:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2024-04-21T05:00:00.0/2024-04-21T06:00:00.0;89.2212;43.5140;25.0879;18.4261;243.0343;43.5140;25.0879;18.4261;243.0343;0.6750,
2024-04-21T06:00:00.0/2024-04-21T07:00:00.0;333.8756;218.9900;165.7572;53.2328;655.1371;218.9900;165.7572;53.2328;655.1371;1.0000,
2024-04-21T07:00:00.0/2024-04-21T08:00:00.0;571.7521;420.7502;349.0576;71.6926;819.8582;420.7502;349.0576;71.6926;819.8582;1.0000,
2024-04-21T08:00:00.0/2024-04-21T09:00:00.0;783.9636;607.7984;525.0849;82.7135;902.2268;607.7984;525.0849;82.7135;902.2268;1.0000,
2024-04-21T09:00:00.0/2024-04-21T10:00:00.0;956.0615;762.1325;675.8265;86.3060;952.9365;762.1325;675.8265;86.3060;952.9365;1.0000,
2024-04-21T10:00:00.0/2024-04-21T11:00:00.0;1076.3335;871.1223;787.9258;83.1964;987.2261;871.1223;787.9258;83.1964;987.2261;1.0000,
2024-04-21T11:00:00.0/2024-04-21T12:00:00.0;1136.6018;926.1567;848.9095;77.2472;1007.3770;926.1567;848.9095;77.2472;1007.3770;1.0000,
2024-04-21T12:00:00.0/2024-04-21T13:00:00.0;1132.7812;921.9122;847.2529;74.6593;1008.7784;921.9122;847.2529;74.6593;1008.7784;1.0000,
2024-04-21T13:00:00.0/2024-04-21T14:00:00.0;1065.1571;858.9196;783.3091;75.6105;991.6806;858.9196;783.3091;75.6105;991.6806;1.0000,
2024-04-21T14:00:00.0/2024-04-21T15:00:00.0;938.3650;743.2885;668.6966;74.5918;960.5717;743.2885;668.6966;74.5918;960.5717;1.0000,
2024-04-21T15:00:00.0/2024-04-21T16:00:00.0;761.0739;582.7185;507.4098;75.3087;897.2060;582.7185;507.4098;75.3087;897.2060;1.0000,
2024-04-21T16:00:00.0/2024-04-21T17:00:00.0;545.3939;389.8835;316.9247;72.9588;778.2131;389.8835;316.9247;72.9588;778.2131;1.0000,
2024-04-21T17:00:00.0/2024-04-21T18:00:00.0;306.0496;187.0507;130.6809;56.3698;555.2679;187.0507;130.6809;56.3698;555.2679;1.0000,
2024-04-21T18:00:00.0/2024-04-21T19:00:00.0;67.4232;28.3969;13.0393;15.3576;141.2115;28.3969;13.0393;15.3576;141.2115;0.9000,
2024-04-21T19:00:00.0/2024-04-21T20:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2024-04-21T20:00:00.0/2024-04-21T21:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2024-04-21T21:00:00.0/2024-04-21T22:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2024-04-21T22:00:00.0/2024-04-21T23:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2024-04-21T23:00:00.0/2024-04-22T00:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2024-04-22T00:00:00.0/2024-04-22T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2024-04-22T01:00:00.0/2024-04-22T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2024-04-22T02:00:00.0/2024-04-22T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2024-04-22T03:00:00.0/2024-04-22T04:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2024-04-22T04:00:00.0/2024-04-22T05:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2024-04-22T05:00:00.0/2024-04-22T06:00:00.0;94.5970;46.3878;27.0254;19.3624;256.3046;46.3878;27.0254;19.3624;256.3046;0.6667,
2024-04-22T06:00:00.0/2024-04-22T07:00:00.0;339.6829;222.0743;164.8204;57.2539;641.7950;222.0743;164.8204;57.2539;641.7950;1.0000,
2024-04-22T07:00:00.0/2024-04-22T08:00:00.0;577.0648;421.5696;337.1160;84.4536;784.4374;421.5696;337.1160;84.4536;784.4374;1.0000,
2024-04-22T08:00:00.0/2024-04-22T09:00:00.0;788.7777;607.0323;500.6054;106.4269;854.6089;607.0323;500.6054;106.4269;854.6089;1.0000,
2024-04-22T09:00:00.0/2024-04-22T10:00:00.0;960.4072;757.1841;624.6307;132.5533;876.8215;757.1841;624.6307;132.5533;876.8215;1.0000,
2024-04-22T10:00:00.0/2024-04-22T11:00:00.0;1080.2728;859.3649;695.7804;163.5845;868.3748;859.3649;695.7804;163.5845;868.3748;1.0000,
2024-04-22T11:00:00.0/2024-04-22T12:00:00.0;1140.2245;907.1953;717.2036;189.9917;847.9960;803.8244;512.6989;291.1255;607.8223;1.0000,
2024-04-22T12:00:00.0/2024-04-22T13:00:00.0;1136.1985;899.3692;697.4443;201.9248;827.4440;598.9189;151.2815;447.6374;179.3602;1.0000,
2024-04-22T13:00:00.0/2024-04-22T14:00:00.0;1068.4941;835.8892;638.0758;197.8134;804.7431;499.4723;89.2308;410.2415;112.5252;1.0000,
2024-04-22T14:00:00.0/2024-04-22T15:00:00.0;941.7522;718.2196;532.2256;185.9940;761.0286;495.4075;120.2623;375.1452;170.4739;1.0000,
2024-04-22T15:00:00.0/2024-04-22T16:00:00.0;764.6381;557.5196;395.4205;162.0991;695.4127;393.0464;141.3090;251.7374;261.3921;1.0000,
2024-04-22T16:00:00.0/2024-04-22T17:00:00.0;549.2498;369.0569;243.7841;125.2728;593.6247;251.2830;84.5761;166.7069;187.3645;1.0000,
2024-04-22T17:00:00.0/2024-04-22T18:00:00.0;310.2914;175.3082;97.9578;77.3505;409.2353;97.2502;5.4898;91.7604;28.0306;1.0000,
2024-04-22T18:00:00.0/2024-04-22T19:00:00.0;70.8994;27.3838;9.2772;18.1065;96.3763;26.2623;7.7142;18.5481;84.1712;0.8917,
2024-04-22T19:00:00.0/2024-04-22T20:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2024-04-22T20:00:00.0/2024-04-22T21:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2024-04-22T21:00:00.0/2024-04-22T22:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2024-04-22T22:00:00.0/2024-04-22T23:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2024-04-22T23:00:00.0/2024-04-23T00:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2024-04-23T00:00:00.0/2024-04-23T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2024-04-23T01:00:00.0/2024-04-23T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2024-04-23T02:00:00.0/2024-04-23T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2024-04-23T03:00:00.0/2024-04-23T04:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2024-04-23T04:00:00.0/2024-04-23T05:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2024-04-23T05:00:00.0/2024-04-23T06:00:00.0;100.0811;43.5351;19.0848;24.4503;169.9805;43.0712;18.5261;24.5451;166.5057;0.6500,
2024-04-23T06:00:00.0/2024-04-23T07:00:00.0;345.3879;211.6145;137.2461;74.3684;520.6295;190.1603;103.8883;86.2720;377.8202;1.0000,
2024-04-23T07:00:00.0/2024-04-23T08:00:00.0;582.2736;412.2889;307.1018;105.1871;706.3294;333.0331;127.2582;205.7749;297.7109;1.0000,
2024-04-23T08:00:00.0/2024-04-23T09:00:00.0;793.4889;601.1147;477.5081;123.6067;809.2703;519.2457;260.0645;259.1813;442.1363;1.0000,
2024-04-23T09:00:00.0/2024-04-23T10:00:00.0;964.6534;754.5272;611.0714;143.4557;853.3411;478.9727;193.2089;285.7639;282.0178;1.0000,
2024-04-23T10:00:00.0/2024-04-23T11:00:00.0;1084.1184;859.7203;692.0655;167.6548;860.1118;359.0412;40.0717;318.9695;48.7848;1.0000,
2024-04-23T11:00:00.0/2024-04-23T12:00:00.0;1143.7610;910.5804;723.1472;187.4333;851.8875;634.0891;222.6819;411.4072;261.4826;1.0000,
2024-04-23T12:00:00.0/2024-04-23T13:00:00.0;1139.5386;903.0986;704.2366;198.8620;832.5723;543.6935;171.2565;372.4370;203.3988;1.0000,
2024-04-23T13:00:00.0/2024-04-23T14:00:00.0;1071.7637;837.3887;637.2877;200.1011;800.7941;646.0096;257.1959;388.8137;326.5048;1.0000,
2024-04-23T14:00:00.0/2024-04-23T15:00:00.0;945.0817;717.6978;525.6594;192.0383;748.4493;666.0590;431.2358;234.8232;619.5038;1.0000,
2024-04-23T15:00:00.0/2024-04-23T16:00:00.0;768.1539;555.0713;383.4460;171.6253;670.4971;464.1450;241.1502;222.9948;433.8243;1.0000,
2024-04-23T16:00:00.0/2024-04-23T17:00:00.0;553.0650;364.9176;228.3259;136.5917;550.9363;362.0472;224.8370;137.2103;540.8115;1.0000,
2024-04-23T17:00:00.0/2024-04-23T18:00:00.0;314.4986;171.6433;86.5356;85.1077;354.5736;170.7389;85.4769;85.2619;351.1936;1.0000,
2024-04-23T18:00:00.0/2024-04-23T19:00:00.0;74.4451;27.6682;7.8803;19.7879;79.7701;27.6682;7.8803;19.7879;79.7701;0.8833,
2024-04-23T19:00:00.0/2024-04-23T20:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2024-04-23T20:00:00.0/2024-04-23T21:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2024-04-23T21:00:00.0/2024-04-23T22:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2024-04-23T22:00:00.0/2024-04-23T23:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2024-04-23T23:00:00.0/2024-04-24T00:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2024-04-24T00:00:00.0/2024-04-24T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2024-04-24T01:00:00.0/2024-04-24T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2024-04-24T02:00:00.0/2024-04-24T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2024-04-24T03:00:00.0/2024-04-24T04:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2024-04-24T04:00:00.0/2024-04-24T05:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2024-04-24T05:00:00.0/2024-04-24T06:00:00.0;105.6073;47.1242;21.3069;25.8172;186.4325;6.0484;0.0000;6.0484;0.0000;0.6417,
2024-04-24T06:00:00.0/2024-04-24T07:00:00.0;350.9896;215.4169;139.0549;76.3620;520.3798;21.6497;0.0000;21.6497;0.0000;1.0000,
2024-04-24T07:00:00.0/2024-04-24T08:00:00.0;587.3777;411.5278;300.5724;110.9554;685.4087;40.8435;0.0000;40.8435;0.0000;1.0000,
2024-04-24T08:00:00.0/2024-04-24T09:00:00.0;798.0969;594.6876;458.9919;135.6957;773.1864;106.1895;0.0882;106.1013;0.1346;1.0000,
2024-04-24T09:00:00.0/2024-04-24T10:00:00.0;968.8003;742.0225;576.3226;165.7000;801.1449;312.0613;13.6117;298.4496;18.5396;1.0000,
2024-04-24T10:00:00.0/2024-04-24T11:00:00.0;1087.8707;841.2796;638.0362;203.2434;789.9252;179.3061;1.6450;177.6611;2.1010;1.0000,
2024-04-24T11:00:00.0/2024-04-24T12:00:00.0;1147.2123;887.0667;652.8047;234.2620;766.3203;316.7897;6.5962;310.1935;7.7111;1.0000,
2024-04-24T12:00:00.0/2024-04-24T13:00:00.0;1142.8026;883.0713;652.3708;230.7005;768.7820;423.0713;28.9823;394.0890;34.1008;1.0000,
2024-04-24T13:00:00.0/2024-04-24T14:00:00.0;1074.9670;829.8708;638.5163;191.3545;800.0209;170.8063;1.9465;168.8598;2.3742;1.0000,
2024-04-24T14:00:00.0/2024-04-24T15:00:00.0;948.3548;724.9293;578.5604;146.3689;821.7075;219.4821;2.0982;217.3839;3.0338;1.0000,
2024-04-24T15:00:00.0/2024-04-24T16:00:00.0;771.6223;572.6371;454.0199;118.6172;790.4070;124.7557;0.0121;124.7436;0.0216;1.0000,
2024-04-24T16:00:00.0/2024-04-24T17:00:00.0;556.8406;385.1996;281.6855;103.5141;676.0143;126.3662;0.6518;125.7145;1.7984;1.0000,
2024-04-24T17:00:00.0/2024-04-24T18:00:00.0;318.6719;188.3594;115.0534;73.3059;468.0701;99.3468;11.8584;87.4884;69.7584;1.0000,
2024-04-24T18:00:00.0/2024-04-24T19:00:00.0;78.0978;31.5655;11.2652;20.3003;109.9127;31.5655;11.2652;20.3003;109.9127;0.8667,
2024-04-24T19:00:00.0/2024-04-24T20:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2024-04-24T20:00:00.0/2024-04-24T21:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2024-04-24T21:00:00.0/2024-04-24T22:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2024-04-24T22:00:00.0/2024-04-24T23:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2024-04-24T23:00:00.0/2024-04-25T00:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2024-04-25T00:00:00.0/2024-04-25T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2024-04-25T01:00:00.0/2024-04-25T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2024-04-25T02:00:00.0/2024-04-25T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2024-04-25T03:00:00.0/2024-04-25T04:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2024-04-25T04:00:00.0/2024-04-25T05:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000,
2024-04-25T05:00:00.0/2024-04-25T06:00:00.0;111.2322;47.6013;17.7118;29.8895;146.4674;47.4974;17.6007;29.8966;145.8121;0.6250,
2024-04-25T06:00:00.0/2024-04-25T07:00:00.0;356.4850;215.0008;127.6416;87.3593;468.3001;136.9122;25.7312;111.1810;117.9816;1.0000,
2024-04-25T07:00:00.0/2024-04-25T08:00:00.0;592.3748;410.9281;286.0236;124.9044;645.8386;269.0377;72.9519;196.0858;153.9212;1.0000,
2024-04-25T08:00:00.0/2024-04-25T09:00:00.0;802.5996;594.1819;444.4081;149.7738;743.8014;470.5382;160.9728;309.5654;272.7988;1.0000,
2024-04-25T09:00:00.0/2024-04-25T10:00:00.0;972.8463;745.4393;585.7823;159.6570;809.6679;350.8182;38.4058;312.4124;52.8506;1.0000,
2024-04-25T10:00:00.0/2024-04-25T11:00:00.0;1091.5288;851.5386;695.6396;155.8990;857.4960;379.7238;66.0713;313.6525;83.3930;1.0000,
2024-04-25T11:00:00.0/2024-04-25T12:00:00.0;1150.5775;904.0452;757.1778;146.8674;885.6550;618.4927;184.3711;434.1216;215.2361;1.0000,
2024-04-25T12:00:00.0/2024-04-25T13:00:00.0;1145.9900;900.4426;763.8613;136.5813;897.0774;880.6798;724.2729;156.4069;851.0887;1.0000,
